date,Open,High,Low,Close,Volume,Ticker
2025-10-02 15:59:00,9.5000,9.6000,9.5000,9.5000,1135.0000,ANGX
2025-10-02 15:58:00,9.5000,9.5400,9.5000,9.5400,566.0000,ANGX
2025-10-02 15:57:00,9.5100,9.5400,9.5000,9.5400,129.0000,ANGX
2025-10-02 15:56:00,9.5100,9.5400,9.5088,9.5100,412.0000,ANGX
2025-10-02 15:55:00,9.5000,9.5000,9.5000,9.5000,100.0000,ANGX
2025-10-02 15:53:00,9.5300,9.5300,9.5300,9.5300,40.0000,ANGX
2025-10-02 15:52:00,9.5300,9.5400,9.5300,9.5400,102.0000,ANGX
2025-10-02 15:51:00,9.5300,9.5300,9.5300,9.5300,4.0000,ANGX
2025-10-02 15:50:00,9.5500,9.5500,9.5400,9.5400,134.0000,ANGX
2025-10-02 15:49:00,9.5800,9.6000,9.5800,9.6000,556.0000,ANGX
2025-10-02 15:47:00,9.5900,9.5900,9.5900,9.5900,100.0000,ANGX
2025-10-02 15:46:00,9.5900,9.5900,9.5900,9.5900,59.0000,ANGX
2025-10-02 15:45:00,9.6000,9.6000,9.6000,9.6000,12.0000,ANGX
2025-10-02 15:44:00,9.5900,9.5900,9.5900,9.5900,100.0000,ANGX
2025-10-02 15:43:00,9.6000,9.6000,9.6000,9.6000,5.0000,ANGX
2025-10-02 15:42:00,9.5900,9.5900,9.5000,9.5001,363.0000,ANGX
2025-10-02 15:39:00,9.6200,9.6300,9.5900,9.6300,108.0000,ANGX
2025-10-02 15:38:00,9.6000,9.6200,9.5900,9.6200,988.0000,ANGX
2025-10-02 15:37:00,9.5900,9.6000,9.5900,9.6000,218.0000,ANGX
2025-10-02 15:36:00,9.5897,9.5900,9.5100,9.5900,713.0000,ANGX
2025-10-02 15:35:00,9.5881,9.5881,9.5881,9.5881,10.0000,ANGX
2025-10-02 15:32:00,9.6197,9.6197,9.6189,9.6189,119.0000,ANGX
2025-10-02 15:30:00,9.6300,9.6300,9.6300,9.6300,50.0000,ANGX
2025-10-02 15:29:00,9.6300,9.6300,9.6300,9.6300,6.0000,ANGX
2025-10-02 15:27:00,9.6400,9.6400,9.6400,9.6400,9.0000,ANGX
2025-10-02 15:26:00,9.6300,9.6300,9.6300,9.6300,27.0000,ANGX
2025-10-02 15:25:00,9.5000,9.6300,9.5000,9.6300,110.0000,ANGX
2025-10-02 15:24:00,9.5000,9.5000,9.5000,9.5000,200.0000,ANGX
2025-10-02 15:23:00,9.5000,9.5000,9.5000,9.5000,151.0000,ANGX
2025-10-02 15:22:00,9.6100,9.6100,9.5000,9.5000,105.0000,ANGX
2025-10-02 15:20:00,9.6300,9.6300,9.6300,9.6300,33.0000,ANGX
2025-10-02 15:19:00,9.6300,9.6400,9.6300,9.6400,1012.0000,ANGX
2025-10-02 15:18:00,9.6300,9.6400,9.6300,9.6300,424.0000,ANGX
2025-10-02 15:17:00,9.5800,9.6400,9.5800,9.6400,555.0000,ANGX
2025-10-02 15:16:00,9.5800,9.5800,9.5000,9.5800,216.0000,ANGX
2025-10-02 15:15:00,9.4400,9.4400,9.4400,9.4400,1826.0000,ANGX
2025-10-02 15:13:00,9.4384,9.4400,9.4384,9.4400,179.0000,ANGX
2025-10-02 15:11:00,9.4500,9.5000,9.4500,9.4500,208.0000,ANGX
2025-10-02 15:10:00,9.4981,9.4981,9.4490,9.4500,182.0000,ANGX
2025-10-02 15:09:00,9.6000,9.6000,9.6000,9.6000,10.0000,ANGX
2025-10-02 15:08:00,9.5000,9.6300,9.5000,9.6300,3810.0000,ANGX
2025-10-02 15:07:00,9.5000,9.5000,9.5000,9.5000,12.0000,ANGX
2025-10-02 15:06:00,9.5000,9.5000,9.5000,9.5000,1.0000,ANGX
2025-10-02 15:03:00,9.5000,9.5000,9.5000,9.5000,24.0000,ANGX
2025-10-02 15:02:00,9.4500,9.5000,9.4500,9.4999,49.0000,ANGX
2025-10-02 15:01:00,9.5000,9.5000,9.5000,9.5000,205.0000,ANGX
2025-10-02 15:00:00,9.3200,9.5000,9.3200,9.5000,26534.0000,ANGX
2025-10-02 14:58:00,9.5100,9.5100,9.4991,9.5000,588.0000,ANGX
2025-10-02 14:57:00,9.6390,9.6390,9.6390,9.6390,127.0000,ANGX
2025-10-02 14:56:00,9.6385,9.6388,9.5000,9.5000,150.0000,ANGX
2025-10-02 14:55:00,9.6300,9.6300,9.6300,9.6300,12.0000,ANGX
2025-10-02 14:54:00,9.6300,9.6400,9.5300,9.6000,247.0000,ANGX
2025-10-02 14:53:00,9.6400,9.6400,9.5300,9.6396,174.0000,ANGX
2025-10-02 14:52:00,9.6000,9.6000,9.6000,9.6000,2.0000,ANGX
2025-10-02 14:51:00,9.6000,9.6000,9.6000,9.6000,5.0000,ANGX
2025-10-02 14:49:00,9.6000,9.6000,9.6000,9.6000,40.0000,ANGX
2025-10-02 14:48:00,9.6000,9.6482,9.5100,9.6482,261.0000,ANGX
2025-10-02 14:47:00,9.6000,9.6487,9.6000,9.6487,14.0000,ANGX
2025-10-02 14:46:00,9.6500,9.6500,9.6200,9.6200,27.0000,ANGX
2025-10-02 14:45:00,9.6500,9.6500,9.6500,9.6500,65.0000,ANGX
2025-10-02 14:44:00,9.6500,9.6681,9.5100,9.6681,86.0000,ANGX
2025-10-02 14:43:00,9.6500,9.6682,9.6500,9.6682,23.0000,ANGX
2025-10-02 14:42:00,9.6500,9.6500,9.6500,9.6500,3.0000,ANGX
2025-10-02 14:41:00,9.7000,9.7000,9.6900,9.6900,232.0000,ANGX
2025-10-02 14:40:00,9.6700,9.6700,9.6700,9.6700,100.0000,ANGX
2025-10-02 14:39:00,9.7000,9.7400,9.7000,9.7400,8.0000,ANGX
2025-10-02 14:38:00,9.6904,9.7400,9.6900,9.7000,312.0000,ANGX
2025-10-02 14:37:00,9.6700,9.7400,9.6000,9.6000,652.0000,ANGX
2025-10-02 14:36:00,9.7500,9.7500,9.7500,9.7500,6578.0000,ANGX
2025-10-02 14:35:00,9.7200,9.7500,9.7000,9.7500,1141.0000,ANGX
2025-10-02 14:34:00,9.6000,9.7000,9.5982,9.7000,3214.0000,ANGX
2025-10-02 14:33:00,9.6000,9.6000,9.5984,9.6000,310.0000,ANGX
2025-10-02 14:32:00,9.6000,9.6000,9.6000,9.6000,476.0000,ANGX
2025-10-02 14:31:00,9.6500,9.6500,9.6000,9.6000,4103.0000,ANGX
2025-10-02 14:30:00,9.3200,9.6300,9.3200,9.6300,26871.0000,ANGX
2025-10-02 14:29:00,9.6700,9.6700,9.6300,9.6300,1024.0000,ANGX
2025-10-02 14:28:00,9.6700,9.6800,9.6700,9.6781,195.0000,ANGX
2025-10-02 14:27:00,9.6400,9.6800,9.6400,9.6800,1327.0000,ANGX
2025-10-02 14:26:00,9.4500,9.6800,9.4500,9.6700,2478.0000,ANGX
2025-10-02 14:25:00,9.4491,9.4500,9.4491,9.4500,130.0000,ANGX
2025-10-02 14:24:00,9.4500,9.4500,9.4500,9.4500,2044.0000,ANGX
2025-10-02 14:23:00,9.4300,9.4500,9.4300,9.4500,409.0000,ANGX
2025-10-02 14:22:00,9.4400,9.4400,9.4400,9.4400,142.0000,ANGX
2025-10-02 14:21:00,9.4383,9.4383,9.4383,9.4383,100.0000,ANGX
2025-10-02 14:20:00,9.3900,9.4000,9.3900,9.4000,889.0000,ANGX
2025-10-02 14:19:00,9.4000,9.4000,9.3900,9.4000,578.0000,ANGX
2025-10-02 14:18:00,9.3900,9.3900,9.3900,9.3900,236.0000,ANGX
2025-10-02 14:17:00,9.3900,9.3900,9.3900,9.3900,5.0000,ANGX
2025-10-02 14:16:00,9.3800,9.3800,9.3800,9.3800,60.0000,ANGX
2025-10-02 14:15:00,9.3500,9.3500,9.3500,9.3500,12.0000,ANGX
2025-10-02 14:14:00,9.3800,9.3800,9.3500,9.3500,150.0000,ANGX
2025-10-02 14:13:00,9.3800,9.3800,9.3500,9.3501,205.0000,ANGX
2025-10-02 14:12:00,9.3800,9.3800,9.3800,9.3800,5.0000,ANGX
2025-10-02 14:11:00,9.3800,9.3800,9.3800,9.3800,101.0000,ANGX
2025-10-02 14:10:00,9.3800,9.3800,9.3800,9.3800,9.0000,ANGX
2025-10-02 14:09:00,9.3900,9.3900,9.3895,9.3900,10.0000,ANGX
2025-10-02 14:08:00,9.3500,9.3883,9.3500,9.3883,103.0000,ANGX
2025-10-02 14:07:00,9.3900,9.3900,9.3500,9.3500,117.0000,ANGX
2025-10-02 14:06:00,9.3800,9.3894,9.3800,9.3890,108.0000,ANGX
2025-10-02 14:04:00,9.3800,9.3800,9.3000,9.3000,29.0000,ANGX
2025-10-02 14:03:00,9.3800,9.3800,9.3800,9.3800,5.0000,ANGX
2025-10-02 14:02:00,9.3500,9.3800,9.3500,9.3800,78.0000,ANGX
2025-10-02 14:01:00,9.3400,9.3500,9.3400,9.3500,154.0000,ANGX
2025-10-02 14:00:00,9.3200,9.3400,9.3100,9.3400,423.0000,ANGX
2025-10-02 13:59:00,9.3300,9.3400,9.3300,9.3400,778.0000,ANGX
2025-10-02 13:58:00,9.3390,9.3390,9.3200,9.3200,14.0000,ANGX
2025-10-02 13:56:00,9.3400,9.3400,9.3400,9.3400,6.0000,ANGX
2025-10-02 13:55:00,9.3300,9.3300,9.3300,9.3300,172.0000,ANGX
2025-10-02 13:54:00,9.3300,9.3300,9.3300,9.3300,13.0000,ANGX
2025-10-02 13:53:00,9.3300,9.3300,9.3300,9.3300,151.0000,ANGX
2025-10-02 13:52:00,9.3300,9.3300,9.3289,9.3289,15.0000,ANGX
2025-10-02 13:51:00,9.3000,9.3289,9.3000,9.3289,240.0000,ANGX
2025-10-02 13:50:00,9.3281,9.3281,9.3281,9.3281,210.0000,ANGX
2025-10-02 13:49:00,9.3289,9.3300,9.3289,9.3300,221.0000,ANGX
2025-10-02 13:47:00,9.3390,9.3390,9.3300,9.3300,150.0000,ANGX
2025-10-02 13:46:00,9.3399,9.3399,9.3300,9.3382,101.0000,ANGX
2025-10-02 13:45:00,9.3200,9.3400,9.3200,9.3300,200.0000,ANGX
2025-10-02 13:44:00,9.3200,9.3200,9.2600,9.3000,153.0000,ANGX
2025-10-02 13:43:00,9.3300,9.3300,9.2500,9.3199,57.0000,ANGX
