date,Open,High,Low,Close,Volume,Ticker
2025-10-01 07:18:00,2.8800,2.9400,2.7901,2.8200,229518.0000,AIHS
2025-10-01 07:17:00,2.8301,2.8899,2.8300,2.8850,98517.0000,AIHS
2025-10-01 07:16:00,2.9050,2.9100,2.7600,2.8300,399911.0000,AIHS
2025-10-01 07:15:00,2.9399,2.9900,2.8700,2.9088,376666.0000,AIHS
2025-10-01 07:14:00,2.9500,3.0089,2.9300,2.9400,281919.0000,AIHS
2025-10-01 07:13:00,3.0300,3.0500,2.9200,2.9600,631017.0000,AIHS
2025-10-01 07:12:00,2.9200,3.0700,2.9100,3.0500,345286.0000,AIHS
2025-10-01 07:11:00,2.9989,2.9999,2.8800,2.9100,383426.0000,AIHS
2025-10-01 07:10:00,2.8933,3.0000,2.8933,2.9999,451744.0000,AIHS
2025-10-01 07:09:00,2.8648,2.9500,2.8000,2.9000,269150.0000,AIHS
2025-10-01 07:08:00,2.8690,2.9000,2.8100,2.8600,270689.0000,AIHS
2025-10-01 07:07:00,2.8990,2.9700,2.8500,2.8509,322332.0000,AIHS
2025-10-01 07:06:00,2.8380,2.9300,2.8000,2.8986,178988.0000,AIHS
2025-10-01 07:05:00,2.7930,2.8500,2.7700,2.8300,121735.0000,AIHS
2025-10-01 07:04:00,2.8300,2.8900,2.7700,2.7950,254231.0000,AIHS
2025-10-01 07:03:00,2.8713,2.8900,2.8100,2.8400,217543.0000,AIHS
2025-10-01 07:02:00,2.9836,3.0100,2.8200,2.8700,601395.0000,AIHS
2025-10-01 07:01:00,2.8680,3.0500,2.7700,2.9900,752754.0000,AIHS
2025-10-01 07:00:00,2.9189,2.9189,2.8200,2.8699,296317.0000,AIHS
2025-10-01 06:59:00,2.8294,2.9500,2.7900,2.9000,577881.0000,AIHS
2025-10-01 06:58:00,2.7500,2.8400,2.7401,2.8201,178599.0000,AIHS
2025-10-01 06:57:00,2.7490,2.7900,2.7300,2.7401,144902.0000,AIHS
2025-10-01 06:56:00,2.7501,2.8300,2.6800,2.7310,334858.0000,AIHS
2025-10-01 06:55:00,2.6900,2.7800,2.6800,2.7500,149972.0000,AIHS
2025-10-01 06:54:00,2.6500,2.7400,2.6489,2.6986,152835.0000,AIHS
2025-10-01 06:53:00,2.6750,2.6800,2.6201,2.6500,79733.0000,AIHS
2025-10-01 06:52:00,2.6694,2.6900,2.6200,2.6700,89056.0000,AIHS
2025-10-01 06:51:00,2.7000,2.7300,2.6200,2.6600,154933.0000,AIHS
2025-10-01 06:50:00,2.7536,2.7599,2.6900,2.7195,166629.0000,AIHS
2025-10-01 06:49:00,2.7300,2.7800,2.6300,2.7500,359945.0000,AIHS
2025-10-01 06:48:00,2.8710,2.9800,2.7200,2.7400,732983.0000,AIHS
2025-10-01 06:47:00,2.8500,2.8900,2.8000,2.8771,337064.0000,AIHS
2025-10-01 06:46:00,2.9400,2.9500,2.7900,2.8597,680755.0000,AIHS
2025-10-01 06:45:00,2.8050,3.0000,2.7900,2.9599,671013.0000,AIHS
2025-10-01 06:44:00,2.7100,2.8500,2.7100,2.8070,359228.0000,AIHS
2025-10-01 06:43:00,2.6800,2.7500,2.6600,2.7107,186983.0000,AIHS
2025-10-01 06:42:00,2.7000,2.8000,2.6600,2.6800,348435.0000,AIHS
2025-10-01 06:41:00,2.5400,2.7000,2.5400,2.6899,240700.0000,AIHS
2025-10-01 06:40:00,2.5887,2.5900,2.5100,2.5299,49327.0000,AIHS
2025-10-01 06:39:00,2.5400,2.5900,2.5398,2.5806,83863.0000,AIHS
2025-10-01 06:38:00,2.5200,2.5400,2.5009,2.5400,87390.0000,AIHS
2025-10-01 06:37:00,2.4792,2.5200,2.4792,2.5163,58861.0000,AIHS
2025-10-01 06:36:00,2.4846,2.4891,2.4700,2.4700,2108.0000,AIHS
2025-10-01 06:35:00,2.4750,2.4900,2.4700,2.4852,26593.0000,AIHS
2025-10-01 06:34:00,2.4750,2.4800,2.4703,2.4750,6228.0000,AIHS
2025-10-01 06:33:00,2.4591,2.4800,2.4510,2.4800,7836.0000,AIHS
2025-10-01 06:32:00,2.4583,2.4599,2.4557,2.4570,1332.0000,AIHS
2025-10-01 06:31:00,2.4584,2.4584,2.4500,2.4502,3686.0000,AIHS
