Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
BTCT,1.74,52.63%,6.75%,0.42979999999999996,185778977.0,42.98,9168463,16976004,0.0276,0.14417,0.1301,29538248
DAIC,1.73,306.10%,60.14%,1.5359,102227996.0,153.59,692763,30259579,0.26374,0.11017,0.0396,52349072
LUCY,1.12,63.77%,12.79%,0.452,195373955.0,45.2,7965142,8609196,0.05652,0.083680004,0.040700004,9642300
PMI,5.13,59.81%,13.25%,0.41119999999999995,25202383.0,41.12,1135266,2053919,0.41865003,0.06493,0.0591,10536605
RITR,0.12,38.22%,4.55%,0.3221,349376793.0,32.21,17293797,45633750,0.62103003,0.0065200003,0.0105,7181031
SDOT,23.16,75.72%,7.62%,0.6328,30254556.0,63.28,1306736,1454828,0.21119,0.00329,0.0647,33693816
XPON,6.2,80.49%,-20.21%,1.262,86183255.0,126.2,933061,953191,0.08326,0.04755,0.0279,5909784
