Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AHMA,12.34,1.3371000000000002,9.30%,1.1383,43519948.0,113.83,1.92M,10.74M,93.49%,-,0.41%,364.03M
ATON,1.3,0.4286,-29.35%,1.022,170015083.0,102.2,2.82M,5.74M,62.99%,0.52%,8.78%,9.91M
BCTX,10.92,0.4293,-9.00%,0.5707,7322857.0,57.07,1.86M,1.88M,1.27%,1.67%,15.13%,20.53M
DCOY,1.25,0.5337,-7.41%,0.6564,107980721.0,65.64,6.00M,6.38M,6.05%,4.71%,3.08%,7.98M
EVTV,3.52,0.40240000000000004,5.39%,0.3307,280854196.0,33.07,4.45M,4.83M,7.90%,1.91%,0.97%,17.00M
XAIR,2.19,1.5,39.49%,0.7922,405300473.0,79.22,7.54M,8.01M,5.87%,18.88%,3.14%,17.55M
