Ticker,Price,Change %,Change from Open %,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
AEHL,7.81,2.36%,29.09%,-0.2071,825865,196957.0,974809,0.00119,0.00874,0.36900002,Industrials,Building Products & Equipment,China,8860656
BDRX,1.3,96.94%,47.73%,0.3331,142437102,594400.0,904066,0.0,0.01944,0.0324,Healthcare,Biotechnology,United Kingdom,1175285
FGL,5.45,6.86%,22.47%,-0.1275,2119501,,10524,0.01396,0.02023,0.3964,Industrials,Engineering & Construction,Malaysia,62435
GTBP,8.61,39.32%,30.65%,0.0663,544275,1700610.0,1804379,0.0571,0.04658,0.085200004,Healthcare,Biotechnology,United States,15535703
IBEX,39.8,6.82%,23.39%,-0.1343,366183,10881067.0,13278634,0.07115,0.99004996,0.0346,Technology,Information Technology Services,United States,528489632
MKDW,7.75,51.96%,45.95%,0.0412,1455575,635682.0,34198442,0.076859996,0.00074,0.001,Consumer Cyclical,Auto Parts,Taiwan,265037904
TRUG,0.65,76.14%,30.66%,0.3481,434803294,1881924.0,1903708,0.00484,0.0082,0.1742,Communication Services,Electronic Gaming & Multimedia,United States,1256757
