Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
AIRE,reAlpha Tech Corp,Real Estate,Real Estate Services,USA,103040000.0,,1.23,0.7570999999999999,165109580.0
AMST,Amesite Inc,Technology,Software - Application,USA,17690000.0,,3.87,0.444,41467324.0
BTCM,BIT Mining Ltd ADR,Technology,Information Technology Services,USA,47850000.0,,3.0,0.087,12922432.0
GRI,GRI Bio Inc,Healthcare,Biotechnology,USA,5160000.0,,2.05,0.3141,60096146.0
LBRX,LB Pharmaceuticals Inc,Healthcare,Biotechnology,USA,121450000.0,,17.3,0.1533,3746780.0
MAZE,Maze Therapeutics Inc,Healthcare,Biotechnology,USA,1090000000.0,,24.8,0.5481,5072448.0
MOGU,MOGU Inc ADR,Consumer Cyclical,Internet Retail,China,33009999.999999996,,4.61,0.8440000000000001,70697998.0
OXM,"Oxford Industries, Inc",Consumer Cyclical,Apparel Manufacturing,USA,770370000.0,13.94,51.58,0.2764,2162319.0
SLXN,Silexion Therapeutics Corp,Healthcare,Biotechnology,Israel,3610000.0,,4.93,0.0992,17794883.0
TGL,Treasure Global Inc,Technology,Software - Application,USA,4840000.0,,1.27,0.4238,80336746.0
TWG,Top Wealth Group Holding Ltd,Consumer Defensive,Food Distribution,Hong Kong,3360000.0,,5.4,0.0757,2730194.0
VNCE,Vince Holding Corp,Consumer Cyclical,Apparel Manufacturing,USA,40340000.0,,3.14,0.8916,85476566.0
WHLR,Wheeler Real Estate Investment Trust Inc,Real Estate,REIT - Retail,USA,7270000.0,,2.34,0.2857,31662512.0
WLDS,Wearable Devices Ltd,Technology,Consumer Electronics,Israel,8350000.0,,8.11,0.5656,90513371.0
