Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
BTCT,1.47,75.69%,-4.55%,0.8406,151430042.0,84.06,9168463,16976004,0.0276,0.14417,0.1301,24954726
HUIZ,1.84,26.03%,-40.07%,1.1027,82140196.0,110.27,4441924,8600164,0.1578,0.00364,0.0109,18595180
JZ,3.32,95.29%,-8.29%,1.1294,40755346.0,112.94,281626,2377874,0.0,0.00147,0.0104,7995599
LOOP,0.64,3.98%,-27.78%,0.43979999999999997,59185349.0,43.98,26700643,48337555,0.49429,0.12908,0.0174,31177722
MMA,0.57,49.00%,14.13%,0.3055,353281968.0,30.55,10574203,26483541,0.1926,0.01936,0.021,14994981
RITR,0.09,17.96%,-33.09%,0.7628,460382871.0,76.28,17293797,45633750,0.62103003,0.0065200003,0.0105,5619938
SGLY,3.44,15.44%,-25.38%,0.547,45065800.0,54.7,520964,896904,0.0,0.0086,0.0101,3085349
WETO,27.52,32.59%,-9.31%,0.4619,4237894.0,46.19,176268,820800,0.01512,0.00166,0.0089,22592520
