Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
GPRO,1.36,55.24%,-9.32%,0.7119,17564190.0,71.19,137647669,158245863,0.046290003,0.41774,0.1619,161662768
PETZ,1.43,24.35%,-9.49%,0.3739,2000788.0,37.39,6836791,10323268,0.33773,0.00659,0.0056,11871758
SM,4.25,58.62%,-3.14%,0.6376,2073346.0,63.76,222481560,237854068,0.00927,0.995,0.0718,8843414528
