Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
CTNT,0.07,73.38%,22.54%,0.41490000000000005,191102834.0,41.49,2955200,2955935,0.12449,0.03283,0.0477,131746
DAIC,4.4,118.91%,40.58%,0.5572,7046024.0,55.72,692763,30259579,0.26374,0.11017,0.5157,60821756
DCX,0.64,100.78%,-23.62%,1.6288,16275828.0,162.88,2061598,351577182,0.05051,0.00027000002,0.0002,112504696
KXIN,2.23,97.35%,-1.58%,1.0053,6382235.0,100.53,1418651,1509096,0.0,0.018509999,0.2595,1868751
