Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AIOS,22.0,1.3605,77.85%,0.3273,6606637.0,32.73,2.31M,3.25M,-,0.13%,0.13%,71.48M
CERS,2.72,0.33990000000000004,1.49%,0.32020000000000004,24767222.0,32.02,189.07M,192.14M,5.64%,73.62%,5.93%,545.00M
COAG,34.0,0.8889,25.93%,0.5,4098883.0,50.0,-,1.78M,-,-,-,60.52M
CUE,30.42,1.0637999999999999,-8.89%,1.2653,18812775.0,126.53,3.24M,3.26M,0.56%,22.31%,7.76%,99.03M
ESPR,3.11,0.555,-0.64%,0.565,182058468.0,56.5,246.51M,257.40M,4.23%,66.30%,12.91%,800.53M
LABT,3.43,0.2895,-18.33%,0.5789,46020664.0,57.89,-,7.00M,-,-,-,48.09M
SOBR,0.98,0.7987000000000001,9.12%,0.6484000000000001,248885822.0,64.84,1.97M,2.81M,29.68%,8.14%,1.44%,2.76M
