Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
HOWL,0.87,102.57%,-10.87%,1.2727,296734530.0,127.27,47916735,48599066,0.014040001,0.29092,0.0274,42451280
JUNS,6.2,19.92%,-24.85%,0.5957,52405454.0,59.57,477666,770081,0.31651,0.03849,0.0047999998,4774502
RFAI,58.0,355.62%,45.00%,2.1422,3150789.0,214.22,4831290,8343765,0.34457,0.63676,0.00059999997,483938368
SUGP,1.6,-42.34%,-58.22%,0.38020000000000004,40254259.0,38.02,435803,3563092,0.0073100002,0.011770001,0.0098,8586323
