Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AIXI,1.31,186.28%,-10.27%,2.1906,251250888.0,219.06,866043.0,920588,0.0,0.02725,,1205970
AMIX,7.19,33.89%,-5.52%,0.4171,28618086.0,41.71,954176.0,971043,0.02296,0.05809,0.5011,6981799
DAIC,3.88,124.28%,6.74%,1.1012,144440124.0,110.12,692763.0,1210383,0.26374,0.11017,0.0396,4696286
DFNS,13.04,18.44%,-20.02%,0.48090000000000005,13034288.0,48.09,,1010495,0.18181999,0.0057200002,0.3577,13176855
SWVL,2.21,50.34%,-4.33%,0.5714,76285017.0,57.14,4747512.0,9964344,0.28351998,0.010989999,0.0011,22021200
TNMG,0.57,43.29%,-12.68%,0.6409999999999999,196420077.0,64.1,1898259.0,2931258,0.10389,0.030050002,0.1154,1670817
