Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
BIAF,0.47,20.74%,-11.05%,0.3574,170147099.0,35.74,,6783061,0.017719999,0.12004,0.052800003,3210422
PFSA,27.48,506.62%,211.56%,0.9470000000000001,53541930.0,94.7,45465.0,253455,0.0026,0.03142,0.0591,6964943
SGLY,3.49,-22.27%,-48.30%,0.5033,13334858.0,50.33,520964.0,896904,0.0,0.030650001,0.0101,3130195
SLE,5.5,82.12%,-11.58%,1.0595999999999999,49691789.0,105.96,1388476.0,1608949,0.02764,0.05501,0.0171,8849220
WEAV,7.28,31.65%,-0.14%,0.31829999999999997,49373512.0,31.83,64477690.0,79999119,0.08862001,0.93823,0.0732,582393600
WETO,33.0,34.20%,-23.34%,0.7506999999999999,9321984.0,75.07,176268.0,820800,0.01512,0.00166,0.0089,27086400
XOS,4.44,112.44%,-1.99%,1.1675,110132708.0,116.75,7381767.0,14217852,0.44992,0.04947,0.0709,63127264
