Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
MFI,11.4,0.030699999999999998,-17.15%,0.2441,1532652.0,24.41,0.53M,4.20M,68.27%,1.34%,8.48%,18.88M
MNDR,4.75,0.5625,21.79%,0.2829,68331971.0,28.29,0.78M,1.23M,36.24%,8.50%,9.47%,5.84M
NVRI,17.4,0.2822,-4.76%,0.3464,12697031.0,34.64,76.16M,80.65M,5.57%,106.08%,12.79%,1.40B
