Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
YYXT,23.43,6.3219,220.08,1.2875,61473676,,,,,,,,,
ZZYBT,2.36,0.8437,87.3,-0.0156,71604500,,,,,,,,,
JJLHL,9.35,0.7251000000000001,33.38,0.2934,33241742,,,,,,,,,
KKLTR,1.89,0.35,30.34,0.0356999999999999,13851913,,,,,,,,,
SSBEV,0.43,0.2143,27.97,-0.0511,5440215,,,,,,,,,
TTNMG,0.55,0.1562,27.91,-0.0960999999999999,6470488,,,,,,,,,
AASTC,9.11,0.2583,25.48,0.0028,3982498,,,,,,,,,
CCTOR,0.79,0.1894,24.6,-0.0455,1036515,,,,,,,,,
CCDTG,1.52,0.2991,24.59,0.0426999999999999,1116153,,,,,,,,,
AALTI,4.62,0.2419,24.19,0.0,1570139,,,,,,,,,
UUSDE,2.46,0.2423999999999999,23.62,0.0051,916363,,,,,,,,,
FFLZH,1.47,0.2458,23.53,0.0085,4926244,,,,,,,,,
FFUBO,10.66,0.1162,23.38,-0.0953,3759993,,,,,,,,,
OONCO,1.0,0.2042,23.31,-0.0235,391442,,,,,,,,,
AADGM,0.74,-0.0762,22.39,-0.2453,12255084,,,,,,,,,
VVGAS,1.58,0.1704,21.54,-0.037,491864,,,,,,,,,
CCTXR,0.78,0.2545,21.07,0.0361,5177431,,,,,,,,,
EEGHT,2.31,0.0312,20.31,-0.1429,2655675,,,,,,,,,
BBVS,15.26,0.1371,20.25,-0.0544,2529240,,,,,,,,,
