Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
CCYCU,1.61,4.9585,397.99,0.1964999999999999,645493054,,,,,,,,,
GGCTK,0.78,1.7368,91.18,0.4316,367894871,,,,,,,,,
KKSCP,1.99,0.442,42.14,0.0144999999999999,4566609,,,,,,,,,
CCAPR,4.19,-0.3699,36.48,-0.5383,28916937,,,,,,,,,
MMF,8.96,0.3119,31.38,-0.0015,891320,,,,,,,,,
ZZCMD,1.28,0.2075,24.27,-0.0283,5353511,,,,,,,,,
ZZNB,2.83,0.1792,21.98,-0.0333,434553,,,,,,,,,
OONMD,0.73,0.1331,21.33,-0.0661,2048039,,,,,,,,,
PPOLA,1.69,0.1341999999999999,20.71,-0.0604,525794,,,,,,,,,
FFCEL,23.62,0.3064,20.63,0.083,12581242,,,,,,,,,
