Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
GMM,4.57,1.4703,-18.54%,2.0324,137357982.0,203.24,,,,,,
HAO,0.36,-0.6648000000000001,-77.58%,0.4953,88999804.0,49.53,,,,,,
JZXN,2.17,0.8547,33.95%,0.3846,145243142.0,38.46,,,,,,
ZBAO,0.42,0.4318,-19.20%,0.772,321028598.0,77.2,,,,,,
