Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
GCL,0.74,0.7245999999999999,0.61%,0.7142000000000001,121692320.0,71.42,15.95M,121.95M,86.53%,0.16%,0.39%,88.15M
JUNS,0.2,-0.3594,-60.12%,0.6063000000000001,225003964.0,60.63,16.54M,36.28M,54.40%,5.33%,0.41%,7.44M
MWC,7.15,0.5147999999999999,-40.47%,1.5445,39250263.0,154.45,-,56.14M,-,-,-,421.78M
PETZ,1.15,0.41979999999999995,6.48%,0.3333,23274784.0,33.33,6.84M,10.32M,33.77%,0.37%,0.10%,11.87M
PHGE,0.6,0.596,13.46%,0.4067,204178192.0,40.67,5.89M,10.11M,41.72%,1.82%,1.55%,6.04M
SLXN,0.53,0.9695,-12.57%,1.2528,326419267.0,125.28,3.89M,4.19M,7.13%,1.60%,0.85%,2.22M
WGRX,0.13,-0.2321,-41.36%,0.3095,122464237.0,30.95,62.74M,119.40M,50.07%,1.72%,4.27%,16.08M
