Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
ARTL,10.54,2.3041,32.25%,1.4984,81762934.0,149.84,0.70M,0.71M,-,4.64%,5.34%,7.47M
HKIT,0.05,-0.051699999999999996,-40.60%,0.5966,810269347.0,59.66,6.24M,21.11M,70.45%,0.15%,2.87%,1.61M
ONCO,1.94,-0.3975,-66.61%,0.8043,69090999.0,80.43,0.58M,0.72M,18.67%,2.11%,8.97%,1.39M
VSA,0.76,-0.4451,-60.61%,0.40880000000000005,151037428.0,40.88,0.78M,0.79M,0.94%,2.28%,3.41%,0.60M
