Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
NEXR,1.1,0.9556,45.56,0.3435,318385122,,,,,,,,,
TNON,0.49,0.2318,29.66,-0.05,25776288,,,,,,,,,
ATLN,1.04,0.3332,28.4,0.0383,82624189,,,,,,,,,
LICN,1.67,0.3253999999999999,27.48,0.0397,1479156,,,,,,,,,
CIIT,0.72,0.0406,26.32,-0.1762,20378895,,,,,,,,,
DLXY,0.49,0.1516,25.64,-0.0834,1607379,,,,,,,,,
PTLE,7.37,0.4038,25.55,0.1181,312169,,,,,,,,,
GRPN,22.88,0.2489,22.81,0.0169,3890932,,,,,,,,,
AIIO,3.9,0.2829,22.26,0.0493,13214990,,,,,,,,,
SAFX,0.52,0.2182,21.82,0.0,8740336,,,,,,,,,
