Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
ATPC,0.11,0.56,-8.24%,0.7,504937843.0,70.0,4.76M,50.01M,90.49%,0.19%,31.94%,5.46M
AUID,1.71,0.7229000000000001,-12.76%,0.9748,292130323.0,97.48,13.24M,13.44M,12.12%,17.96%,2.61%,25.77M
BNKK,3.96,0.42450000000000004,-5.04%,0.5,74467308.0,50.0,4.06M,4.90M,23.15%,5.97%,9.84%,20.93M
CGTL,3.81,0.524,13.39%,0.344,15816539.0,34.4,12.94M,17.23M,56.78%,0.49%,1.61%,114.06M
RILY,9.5,0.25989999999999996,-5.19%,0.3289,17757077.0,32.89,20.54M,30.60M,32.88%,20.25%,29.65%,290.67M
SPHL,17.41,6.7378,123.21%,2.4667,112165687.0,246.67,0.63M,1.44M,94.62%,0.24%,3.24%,202.88M
