Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
ASPC,27.58,0.1487,-17.60%,0.39399999999999996,3066102.0,39.4,0.55M,6.55M,76.36%,-,3.95%,64.48M
BNAI,2.51,1.0875,40.73%,0.4833,149517482.0,48.33,2.70M,4.49M,39.93%,7.09%,4.77%,11.25M
MASK,0.26,0.424,1.13%,0.4082,151916634.0,40.82,3.50M,11.83M,68.75%,16.20%,8.52%,2.92M
RPGL,0.68,1.5955000000000001,51.87%,0.7091,523553537.0,70.91,6.14M,17.35M,64.62%,-,0.66%,11.86M
WOK,3.41,0.24,-36.97%,0.9673,17977922.0,96.73,0.01M,0.01M,19.37%,3.86%,50.23%,0.04M
