Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
PPN,9.34,1.3176,119.25,0.0571,12096465,,,,,,,,,
ZZCMD,4.29,1.9184,89.82,0.5374,129211413,,,,,,,,,
ZZBAO,0.26,0.4475,53.58,-0.0575,495961792,,,,,,,,,
MMF,5.7,0.3669,48.83,-0.0815,685931,,,,,,,,,
AADVB,12.25,0.7302,47.24,0.1751,29586640,,,,,,,,,
QQMLS,9.16,0.3450999999999999,40.71,-0.0441,2446160,,,,,,,,,
KKSCP,2.08,0.4545,39.6,0.042,18780332,,,,,,,,,
MMWC,1.62,0.4595,33.88,0.0901,9676845,,,,,,,,,
SSLNG,4.71,0.3457,33.05,0.0113999999999999,431285,,,,,,,,,
PPAPL,1.0,0.3154,31.58,-0.0003,1219411,,,,,,,,,
JJUNS,0.17,0.0289,27.72,-0.1945,23641847,,,,,,,,,
GGDC,1.94,0.2435999999999999,26.8,-0.0192,2257311,,,,,,,,,
RRANI,0.9,0.2977,25.41,0.0347,6333087,,,,,,,,,
HHKIT,3.7,0.1896999999999999,22.11,-0.0256999999999999,377297,,,,,,,,,
VVSME,1.38,0.15,21.05,-0.05,1413499,,,,,,,,,
KKUST,1.41,0.4674,20.51,0.2176,52362686,,,,,,,,,
