Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
FTHM,0.63,21.45%,-7.25%,0.3095,9254998.0,30.95,24332977,34207238,0.37383997,0.15096,0.0212,17763820
INLF,5.7,93.22%,3.64%,0.8644,4341822.0,86.44,953,1046390,0.05499,0.00879,0.0117999995,3216379
