Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
BKYI,0.73,0.3407,-4.12%,0.39840000000000003,174783999.0,39.84,9.60M,10.84M,11.41%,1.28%,1.23%,7.96M
FEED,2.3,1.1905,26.37%,0.7333,271344358.0,73.33,1.08M,1.09M,0.76%,0.15%,19.84%,2.50M
GOAI,7.62,0.27,-53.96%,1.7583000000000002,4013506.0,175.83,-,-,-,-,-,238.82M
MRNO,1.8,0.3235,-35.71%,1.0588,67304911.0,105.88,1.35M,9.99M,98.30%,0.35%,17.38%,142.77M
PDYN,7.43,0.1396,-21.95%,0.46009999999999995,69835848.0,46.01,29.16M,42.04M,30.62%,26.38%,25.13%,312.33M
TIRX,1.32,3.1121,109.49%,0.9629000000000001,391284334.0,96.29,7.75M,26.45M,70.71%,0.00%,1.03%,34.91M
