Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AMZE,0.19,31.45%,0.54%,0.3074,17337815.0,30.74,,7348249,0.0114400005,0.01454,0.129,1039777
CTNT,0.07,62.67%,18.06%,0.3778,103539193.0,37.78,2955200.0,2955935,0.12449,0.03283,0.0477,142172
DLXY,1.14,34.94%,-4.22%,0.4089,2196864.0,40.89,4706021.0,7174000,0.30304,0.01887,0.0163,13812480
SM,3.08,111.06%,41.35%,0.4932,6618357.0,49.32,222483938.0,237854068,0.00925,0.99587995,0.0629,8793464832
