Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
CISS,3.17,0.0393,-34.50%,0.5869,28839414.0,58.69,0.52M,0.54M,2.25%,9.15%,16.34%,1.67M
GOVX,2.21,0.7967,-27.06%,1.4634,207943321.0,146.34,2.77M,2.82M,0.12%,11.82%,9.18%,7.67M
HCAI,11.0,0.9856,21.68%,0.6318,13286834.0,63.18,0.63M,0.63M,45.88%,0.32%,0.38%,12.79M
HIVE,3.46,0.2862,-3.89%,0.3383,109046190.0,33.83,252.04M,253.99M,0.77%,34.28%,13.44%,878.81M
NXXT,0.41,0.4622,-24.07%,0.9258,195254296.0,92.58,65.49M,156.59M,58.19%,6.63%,9.84%,64.23M
SBFM,0.51,0.7951,-72.43%,5.511799999999999,430656895.0,551.18,4.90M,4.91M,2.08%,5.28%,2.13%,2.55M
VRAX,0.23,0.5309,-21.67%,0.9544,760075287.0,95.44,19.57M,19.92M,1.79%,4.62%,0.73%,4.68M
