Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
BW,Babcock & Wilcox Enterprises Inc,Industrials,Specialty Industrial Machinery,USA,132850000.0,,1.35,0.6689,48744660.0
CTNT,Cheetah Net Supply Chain Service Inc,Industrials,Integrated Freight & Logistics,USA,6080000.0,,1.89,0.331,27590402.0
IPX,IperionX Ltd ADR,Basic Materials,Other Industrial Metals & Mining,USA,933340000.0,,29.24,0.1974,213691.0
LIMN,Liminatus Pharma Inc,Financial,Shell Companies,USA,639960000.0,,24.6,0.9355,4314022.0
MCTR,CTRL Group Ltd,Communication Services,Advertising Agencies,Hong Kong,113220000.0,3217.39,7.4,-0.5195000000000001,16434989.0
PL,Planet Labs PBC,Industrials,Aerospace & Defense,USA,1810000000.0,,5.96,0.49369999999999997,68390496.0
SCNI,Scinai Immunotherapeutics Ltd ADR,Healthcare,Biotechnology,Israel,2760000.0,0.55,3.25,0.2897,20514688.0
TGL,Treasure Global Inc,Technology,Software - Application,USA,4300000.0,,1.62,0.0946,27768812.0
ZENA,ZenaTech Inc,Technology,Software - Infrastructure,Canada,113470000.0,,4.45,0.3994,136896992.0
