Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
CHAI,0.5,0.2804,-19.00%,0.5808,110437272.0,58.08,,,,,,
INLF,3.76,0.6861,15.69%,0.45740000000000003,51029495.0,45.74,,,,,,
INM,1.66,0.0779,-22.79%,0.3961,52100708.0,39.61,,,,,,
LABT,3.41,0.8332999999999999,-47.46%,2.4892,79569743.0,248.92,,,,,,
ZCMD,4.29,1.9184,89.82%,0.5374,129211413.0,53.74,,,,,,
