Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
BW,9.19,3.49%,-22.51%,0.3356,20230381.0,33.56,106411705.0,148965066,0.03453,1.00021,0.1348,1368988928
GLE,0.49,27.32%,-26.95%,0.743,148332071.0,74.3,7819956.0,13660000,0.36363998,0.0031,0.0198,9021900
MREO,0.31,12.15%,-17.14%,0.35350000000000004,163833118.0,35.35,116472103.0,159618609,0.0074699996,0.47786,0.0272,48763484
PLAG,5.81,927.05%,442.99%,0.8915000000000001,213654452.0,89.15,11638375.0,14232714,0.18226999,0.00582,0.0082,82692072
WXM,7.9,97.50%,-26.31%,1.6801,42318239.0,168.01,399422.0,2827546,0.48808,0.00342,0.0375,22337614
WYHG,7.39,29.20%,-7.97%,0.40380000000000005,11779160.0,40.38,,12582732,0.0,0.0073900004,0.0125,92986384
