Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AEHL,1.2,1.3534,21.86%,0.9312,303919788.0,93.12,2.16M,4.85M,55.56%,0.32%,1.79%,5.82M
AIIO,0.86,0.4596,-12.65%,0.6709,260024636.0,67.09,13.53M,54.14M,75.01%,0.30%,2.49%,16.86M
GDC,0.16,0.0596,-30.92%,0.5338,470090938.0,53.38,51.69M,60.76M,10.34%,0.26%,0.24%,9.72M
