Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AEHL,5.79,63.56%,-3.66%,0.6977,2827173.0,69.77,196957,974809,,,0.0105,4016225
COOT,0.6,30.17%,-17.43%,0.5765,11918791.0,57.65,8124837,30068604,0.41271,0.041989997,0.0150999995,13831558
YDDL,3.04,84.23%,16.47%,0.5818,13184401.0,58.18,9945588,45829373,0.67678,0.024600001,0.0018000001,92455000
