Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
ATPC,3.59,0.7177,8.79%,0.5789,46990243.0,57.89,0.47M,1.00M,52.57%,2.62%,2.06%,3.59M
CODX,3.71,0.5523,18.53%,0.3096,91144761.0,30.96,3.42M,3.60M,4.98%,1.44%,2.77%,13.37M
LIMN,0.25,0.3099,-20.23%,0.6422,318074156.0,64.22,23.37M,44.88M,47.93%,3.29%,4.64%,11.04M
NIVF,1.12,0.5154,6.67%,0.42060000000000003,93367022.0,42.06,-,0.57M,0.00%,0.30%,-,0.64M
SBFM,0.52,0.40590000000000004,-6.28%,0.5001,282872821.0,50.01,4.90M,4.91M,2.08%,5.28%,2.13%,2.59M
