Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
IILLR,1.46,0.187,24.79,-0.0487999999999999,1444296,,,,,,,,,
JJSPR,0.88,0.1434,23.0,-0.0704,29907281,,,,,,,,,
LLEDS,3.01,0.2286,22.86,0.0,5251089,,,,,,,,,
BBNRG,0.83,0.2101,20.96,0.0004,14886088,,,,,,,,,
FFMST,1.93,0.1987999999999999,20.62,-0.0062,519353,,,,,,,,,
