Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AZI,3.32,0.32799999999999996,-19.42%,0.648,40518283.0,64.8,1.26M,76.80M,98.77%,0.00%,5.25%,10.70M
CMCT,4.31,0.35109999999999997,-4.22%,0.4107,56240287.0,41.07,0.74M,0.79M,6.78%,3.58%,3.39%,3.40M
HXHX,1.29,2.7391,148.22%,0.5064,321068794.0,50.64,2.47M,7.20M,82.04%,0.24%,1.47%,17.72M
SIDU,2.29,0.9741,19.27%,0.6552,368804607.0,65.52,35.00M,35.15M,0.71%,2.93%,8.46%,80.72M
