Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
CAPS,0.27,50.70%,-7.40%,0.6275,19961066.0,62.75,11146784,21754795,0.42736998,0.01288,0.0043,3883231
EDVA,0.34,46.57%,-6.14%,0.5616,14591852.0,56.16,6346216,6923472,7e-05,0.0401,0.033,1596552
IPDN,7.9,102.56%,27.42%,0.5897,5647516.0,58.97,383294,665811,0.23413,0.00597,0.0226,2596663
WHLR,6.94,271.16%,104.74%,0.8128,9906260.0,81.28,53650,568211,0.0,0.0063099996,0.17889999,1062554
