Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
DFSC,2.31,86.29%,-10.47%,1.0806,114044848.0,108.06,1978215,2666632,0.00556,0.06422,0.009,6159920
FGI,11.72,147.78%,38.37%,0.7907,102312161.0,79.07,530964,1931271,0.72946,0.0101,0.040799998,22634496
GXAI,1.26,44.74%,-3.82%,0.5049,82657532.0,50.49,9995811,10744634,0.01915,0.063439995,0.0066000004,13538239
LIMN,0.15,38.16%,1.49%,0.3613,557345887.0,36.13,23672054,61796362,0.33747002,0.02204,0.0783,9263275
XHG,4.1,348.06%,-29.31%,5.3384,86115789.0,533.84,41858978,46604623,0.0,0.0,0.0,211346496
