Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
GURE,8.19,0.7278,-4.10%,0.8017,8775132.0,80.17,0.95M,1.35M,31.05%,2.71%,-,11.32M
JFBR,1.6,-0.36,-52.94%,0.36,38492942.0,36.0,0.49M,0.55M,27.61%,0.01%,6.33%,1.08M
PAVS,0.04,0.16190000000000002,-25.31%,0.5556,1041170568.0,55.56,6.72M,66.72M,90.01%,0.09%,1.28%,2.46M
SMX,331.98,1.3544999999999998,24.80%,0.8865999999999999,3850848.0,88.66,0.83M,1.05M,21.36%,0.04%,3.42%,348.77M
TDIC,0.39,0.4021,-3.03%,0.4459,105976497.0,44.59,8.76M,30.00M,71.73%,0.00%,1.13%,12.20M
