Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
CCPHI,1.1,0.7892,84.44,-0.0299,81641690,,,,,,,,,
CCNEY,1.0,0.3333,56.94,-0.1503999999999999,36290876,,,,,,,,,
LLBGJ,1.83,0.3864,44.08,-0.0378,4350695,,,,,,,,,
UUBXG,5.65,0.2256,38.82,-0.1171,1465680,,,,,,,,,
WWAI,2.56,0.3336,30.64,0.0208,1213265,,,,,,,,,
JJLHL,10.75,0.3608,25.73,0.0823,10623868,,,,,,,,,
NNVVE,21.56,0.3646,25.28,0.0892,5768158,,,,,,,,,
SSOBR,2.07,0.7692,23.21,0.4359,176508416,,,,,,,,,
GGOSS,0.16,0.1542,21.76,-0.0521,24628478,,,,,,,,,
NNXTC,6.63,0.0076,20.11,-0.1611,4599657,,,,,,,,,
