Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
SDOT,72.0,1.0519,61.07,0.2739,6673442,,,,,,,,,
LHAI,2.74,3.1515,52.22,1.7272999999999998,328135131,,,,,,,,,
DSC,7.71,0.3967,39.67,0.0,533476,,,,,,,,,
STKE,1.6,0.3675,34.45,0.0171,5070552,,,,,,,,,
ICU,4.86,0.3243,31.35,0.0081999999999999,491292,,,,,,,,,
RGNT,4.57,0.2946,30.57,-0.0085,737160,,,,,,,,,
JZ,0.14,-0.0921,30.43,-0.304,3508474,,,,,,,,,
ELTX,5.14,0.3146,29.15,0.0179,2368779,,,,,,,,,
WCT,1.21,0.2923,28.71,0.0040999999999999,1097998,,,,,,,,,
BIYA,0.54,-0.037,28.17,-0.2487,35390463,,,,,,,,,
AHMA,2.19,0.2882,28.07,0.0059,1797972,,,,,,,,,
LICN,1.2,0.2082,26.33,-0.0436,874575,,,,,,,,,
MVIS,0.42,0.2706,25.91,0.0092,22545898,,,,,,,,,
UXIN,1.94,0.2516,25.16,0.0,2956190,,,,,,,,,
BTCT,0.95,0.1538,25.0,-0.077,4447752,,,,,,,,,
YOOV,0.65,-0.1543999999999999,24.95,-0.3232,3021282,,,,,,,,,
ONFO,0.35,0.2196999999999999,23.85,-0.0152,684507,,,,,,,,,
OPTU,1.08,-0.2552,22.73,-0.3931,26338187,,,,,,,,,
PNBK,1.2,0.2532999999999999,22.45,0.0235,3391460,,,,,,,,,
STEX,1.07,0.2584,21.59,0.0349,4025369,,,,,,,,,
GVH,5.98,0.2458,21.3,0.0271,1546673,,,,,,,,,
RYOJ,3.07,0.1926,21.15,-0.0156,565533,,,,,,,,,
CRVO,3.69,0.1903,20.98,-0.0161,1620317,,,,,,,,,
MDXH,0.51,0.2348,20.71,0.0229,2206611,,,,,,,,,
ALIT,13.73,0.2259,20.33,0.0187999999999999,1754754,,,,,,,,,
HLP,0.56,0.2163,20.27,0.0113,375598,,,,,,,,,
GDC,2.26,0.1024,20.21,-0.0828999999999999,1416399,,,,,,,,,
