Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
IPST,7.39,235.89%,-6.69%,2.5998,103915751.0,259.98,662746.0,721578,0.031630002,0.09382,0.0138,5332461
IVF,1.53,57.47%,-32.30%,1.3261,120169822.0,132.61,,1786035,0.00988,0.11566,0.1353,2732633
MYSZ,3.08,3.70%,-21.03%,0.3131,8906703.0,31.31,619829.0,4818164,0.1185,0.0318,0.017,14839945
SLE,3.02,33.04%,-1.47%,0.3502,21361646.0,35.02,1388476.0,1608949,0.02764,0.05501,0.0171,4859026
TRUG,1.54,58.84%,-2.53%,0.6297,64187546.0,62.97,,1093678,0.02023,0.03432,0.0431,1715062
UCL,0.68,-6.85%,-29.56%,0.3223,91244793.0,32.23,15219978.0,25884952,0.10902,0.17198,0.0005,25902728
