Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
SCAG,0.71,1.0095999999999998,93.62,0.0379,112754351,26.63M,72.24M,63.14%,0.00%,0.05%,Industrials,Farm & Heavy Construction Machinery,China,51.33M
SKYQ,2.62,0.5976,55.95,0.0243999999999999,63507684,3.85M,4.79M,19.72%,8.52%,8.50%,Energy,Oil & Gas Integrated,USA,12.56M
ICCM,9.3,0.5196000000000001,54.23,-0.0147,13531701,1.24M,2.71M,55.73%,3.84%,1.93%,Healthcare,Medical Devices,Israel,26.10M
NVCT,24.48,0.3949,39.33,0.0011,1278801,15.35M,26.53M,42.13%,17.15%,10.30%,Healthcare,Biotechnology,USA,649.35M
NWGL,0.27,0.2177,31.97,-0.0773,67308026,-,4.94M,-,1.63%,-,Basic Materials,Lumber & Wood Production,China,1.32M
BOXL,4.88,0.3707999999999999,29.44,0.059,26748054,-,0.57M,-,2.34%,-,Technology,Consumer Electronics,USA,3.26M
FMFC,0.32,0.296,25.29,0.0344,94328368,-,15.30M,-,0.93%,-,Consumer Cyclical,Footwear & Accessories,USA,5.93M
WKSP,1.03,0.2262,24.76,-0.0171,38243973,9.81M,11.93M,21.69%,7.53%,9.59%,Consumer Cyclical,Auto Parts,USA,15.15M
GALT,3.92,0.2564,24.44,0.0096,2037588,46.93M,65.86M,28.73%,21.14%,16.33%,Healthcare,Biotechnology,USA,258.16M
DOMO,2.75,0.2276999999999999,23.32,-0.0045,5820819,37.69M,41.89M,16.53%,57.63%,7.78%,Technology,Software - Application,USA,124.16M
GITS,2.38,0.0917,20.81,-0.0963,883268,2.20M,3.67M,40.16%,1.69%,1.44%,Communication Services,Internet Content & Information,South Korea,8.74M
SLN,9.16,0.26,20.69,0.044,2225646,39.86M,47.23M,15.61%,28.14%,5.16%,Healthcare,Biotechnology,United Kingdom,432.63M
GDC,0.02,0.0335,20.67,-0.1435,1317442171,48.65M,60.76M,19.93%,0.30%,14.01%,Communication Services,Electronic Gaming & Multimedia,USA,1.31M
