Ticker,Price,Change %,Change from Open %,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
CTNT,0.07,73.38%,22.54%,0.4149,191102834,2955200,2955935,0.12449,0.03283,0.0477,Industrials,Integrated Freight & Logistics,United States,131746
DAIC,4.4,118.91%,40.58%,0.5572,7046024,692763,30259579,0.26374,0.11017,0.5157,Technology,Information Technology Services,United States,60821756
