Ticker,Price,Change %,Change from Open %,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
DCX,0.14,87.06%,45.75%,0.2834,98285850,36560764,375386712,0.04731,0.00025,0.0002,Consumer Cyclical,Auto Manufacturers,Hong Kong,27553480
SPHL,2.91,26.19%,37.26%,-0.0807,2799642,1011981,2261980,0.45314,0.00013,0.0279,Consumer Cyclical,Residential Construction,Singapore,5216128
