Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
IDN,6.18,0.3795,9.38%,0.2612,11126298.0,26.12,18.82M,20.20M,6.15%,45.63%,0.63%,123.83M
LVLU,5.71,0.1677,-4.52%,0.2229,3682961.0,22.29,1.03M,2.90M,62.54%,28.42%,4.54%,15.69M
MGRX,1.19,-0.3239,-45.41%,0.2386,67653170.0,23.86,7.83M,10.64M,25.73%,3.45%,1.64%,12.54M
MRSN,27.43,2.0924,-0.90%,2.1206,3142007.0,212.06,3.94M,4.99M,21.14%,42.45%,8.21%,136.90M
SGBX,3.16,0.3222,-3.66%,0.3724,70831310.0,37.24,0.45M,0.48M,7.85%,3.95%,314.51%,1.52M
