Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
ALUR,1.75,0.6054999999999999,-7.89%,0.7431,133933271.0,74.31,10.71M,12.28M,12.77%,55.57%,4.13%,21.48M
TIRX,0.08,0.7273000000000001,-32.98%,1.5773,714944070.0,157.73,7.75M,26.45M,70.71%,2.72%,4.29%,6.22M
VNDA,8.15,0.41490000000000005,1.49%,0.39409999999999995,47663604.0,39.41,54.07M,59.10M,6.79%,71.57%,5.96%,481.73M
