Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
MYND,0.61,1.145,104.88,0.0469,29681527,45.41M,45.64M,0.52%,0.47%,0.08%,Consumer Defensive,Education & Training Services,China,27.96M
VCIG,8.47,0.4629,47.82,-0.0104,11155423,,,,,,,,,
YMAT,1.37,0.3431,37.0,-0.0196,19933744,,,,,,,,,
SPPL,3.59,0.3547,34.96,0.0038,636772,,,,,,,,,
GITS,2.13,0.3148,33.13,-0.0123,470347,2.20M,3.67M,40.16%,1.69%,0.40%,Communication Services,Internet Content & Information,South Korea,7.82M
PRZO,0.93,0.4247999999999999,32.53,0.0751,70461989,25.02M,25.93M,3.51%,5.18%,5.88%,Industrials,Aerospace & Defense,Israel,24.05M
ASTC,49.8,0.6922,31.09,0.2909,29338433,1.38M,1.76M,21.73%,6.42%,3.00%,Technology,Scientific & Technical Instruments,USA,87.60M
NTCL,0.99,0.2234,29.46,-0.055,5031579,11.79M,18.49M,46.37%,1.51%,0.98%,Technology,Software - Application,Singapore,19.71M
SPCE,6.18,0.3642,29.29,0.0552,175029489,100.11M,100.68M,0.57%,16.75%,22.68%,Industrials,Aerospace & Defense,USA,622.23M
APM,1.03,0.2289999999999999,28.3,-0.0421,443164,5.31M,6.35M,34.85%,1.92%,0.25%,Healthcare,Biotechnology,United Kingdom,8.39M
MYSZ,0.62,0.2455,27.57,-0.0237,608846,4.20M,4.82M,12.91%,1.74%,2.00%,Technology,Software - Application,Israel,2.99M
STG,6.14,1.2574,26.34,0.7868,24842364,,,,,,,,,
HLP,0.61,0.2148,25.02,-0.0283999999999999,433759,48.29M,73.44M,35.39%,0.26%,0.57%,Basic Materials,Steel,China,45.78M
IMRN,1.45,0.1982999999999999,21.85,-0.0165,552774,3.25M,8.17M,-,1.04%,0.81%,Healthcare,Biotechnology,Australia,11.85M
