Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
BNED,9.12,0.3632,4.35%,0.3064,5590379.0,30.64,11.56M,34.05M,66.05%,34.81%,17.94%,310.57M
CETY,2.32,1.1682,32.57%,0.6355,317129450.0,63.55,3.24M,4.66M,37.53%,2.99%,1.85%,12.03M
