Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
INHD,39.49,0.0,3457.66,-0.9719,278899136,,,,,,,,,
CPOP,1.52,3.2222000000000004,198.04,0.4167,287960768,,,,,,,,,
SDOT,28.11,1.0822,96.44,0.06,3480830,,,,,,,,,
IZM,0.78,0.9024,95.1,-0.0249,19277048,,,,,,,,,
BATL,2.06,0.5725,56.06,0.0076,199661680,17.90M,20.54M,18.69%,18.69%,21.01%,Energy,Oil & Gas E&P,USA,45.36M
HXHX,0.88,0.7326,49.43,0.1595,34602784,,,,,,,,,
MPU,0.48,0.3667,47.35,-0.0724,7133432,,,,,,,,,
CNET,1.08,0.4497,42.39,0.0181,2727711,3.03M,3.27M,17.36%,0.79%,1.50%,Communication Services,Advertising Agencies,China,3.96M
STI,27.59,0.3478,38.16,-0.0243999999999999,4874577,,,,,,,,,
DOGZ,1.22,0.2839,37.33,-0.065,19169062,,,,,,,,,
DSS,0.67,0.3389999999999999,35.2,-0.0096,13744278,,,,,,,,,
BGM,0.42,0.2493,34.46,-0.0709,6082687,36.02M,78.29M,80.42%,0.11%,0.70%,Healthcare,Drug Manufacturers - Specialty & Generic,China,78.16M
PETZ,1.61,0.3197,34.17,-0.0163999999999999,1281903,,,,,,,,,
BIYA,1.21,0.3635,31.52,0.0366999999999999,31820638,2.26M,5.89M,61.54%,0.00%,3.65%,Technology,Software - Application,China,7.12M
SOBR,0.97,0.3064,29.95,0.0054,1675009,,,,,,,,,
MWG,1.42,0.0070999999999999,29.09,-0.2198999999999999,625237,,,,,,,,,
OCC,26.92,0.2813,28.19,-0.0005,2701595,,,,,,,,,
BMGL,0.59,-0.0801,27.84,-0.2804,515632,6.02M,18.79M,67.97%,0.29%,0.28%,Healthcare,Medical Care Facilities,Singapore,11.03M
OTLK,0.89,0.2628999999999999,27.14,-0.0067,23160982,,,,,,,,,
TGHL,0.55,0.0688,26.66,-0.1562,2287227,,,,,,,,,
MWYN,1.3,0.3605,26.21,0.078,1401949,,,,,,,,,
SKYQ,1.91,0.2244,25.66,-0.0256,29965348,,,,,,,,,
DLXY,0.62,0.2438,23.96,0.0034,1609789,,,,,,,,,
RETO,2.96,0.2926,23.85,0.0437,796736,,,,,,,,,
RITR,0.57,0.2441,23.13,0.0104,326105,,,,,,,,,
YXT,0.51,0.2193,23.08,-0.0093999999999999,712326,,,,,,,,,
NIXX,0.89,0.2529,22.43,0.0233999999999999,1294918,,,,,,,,,
FAC,21.94,0.3713,22.43,0.12,1863548,,,,,,,,,
DXF,0.7,0.1146,22.04,-0.0866,1162489,,,,,,,,,
TOON,0.87,0.1637,20.86,-0.0372,2578825,,,,,,,,,
SNBR,0.74,0.2708,20.42,0.0553,38756808,,,,,,,,,
FTRK,0.5,0.1494,20.31,-0.0446,387707,,,,,,,,,
LICN,2.32,0.2961,20.21,0.0782,1015506,,,,,,,,,
SFWL,0.99,0.0519,20.04,-0.1236999999999999,348535,,,,,,,,,
