Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Shs Float,Shares Outstanding
ASTC,Astrotech Corp,Technology,Scientific & Technical Instruments,USA,10340000.0,,5.88,0.2225,30641067.0,1.46M,1.76M
CCHH,CCH Holdings Ltd,Consumer Cyclical,Restaurants,Malaysia,85470000.0,,4.44,0.11,4156702.0,-,19.25M
DFLI,Dragonfly Energy Holdings Corp,Industrials,Electrical Equipment & Parts,USA,116690000.0,,1.89,0.7664,334134012.0,57.96M,61.74M
GIPR,Generation Income Properties Inc,Real Estate,REIT - Diversified,USA,8930000.0,,1.64,0.5189,14621121.0,4.77M,5.44M
OVID,Ovid Therapeutics Inc,Healthcare,Biotechnology,USA,130840000.0,,1.84,0.122,55636515.0,59.52M,71.11M
QCLS,Q/C Technologies Inc,Technology,Computer Hardware,USA,10270000.0,,5.75,0.1275,8054203.0,1.70M,1.79M
XELB,Xcel Brands Inc,Consumer Cyclical,Apparel Manufacturing,USA,11330000.0,,2.38,0.3757,32194929.0,3.50M,4.76M
