Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
MERC,0.47,13.92%,-27.63%,0.5740999999999999,67650521.0,57.41,48276519,67018033,0.41864,0.38030997,0.0861,32731608
PCB,2.96,176.63%,-16.15%,2.2991,61940101.0,229.91,10297790,14044602,0.26405,0.43796003,0.0251,383136768
VNRX,0.67,96.34%,2.81%,0.9098,253718902.0,90.98,11974468,14422745,0.07321,0.23614,0.0519,9550741
WNW,3.43,38.51%,6.35%,0.3024,12031926.0,30.24,155631,26330471,0.00513,0.00098,0.0002,90316152
