Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
BTTC,0.58,58.00%,11.63%,0.4153,55726578.0,41.53,,13698703,,,,5000026
GLND,2.92,143.44%,-11.74%,1.7583000000000002,15438674.0,175.83,,43730194,0.30611,0.13595,,52476232
GRML,4.91,72.28%,0.00%,0.7228,3882660.0,72.28,2623990.0,3177013,0.07828,0.13036,0.2199,9054487
LOBO,0.67,27.21%,-6.62%,0.36229999999999996,11870142.0,36.23,,10111618,0.01464,0.013350001,0.0068,7336226
