Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
BBCP,10.43,0.307,-8.99%,0.4361,4406436.0,43.61,20.33M,50.39M,59.76%,32.32%,4.35%,525.60M
BCDA,1.03,0.1208,-14.17%,0.30579999999999996,150321487.0,30.58,8.04M,10.94M,29.35%,6.95%,3.06%,11.72M
BESS,3.52,0.15410000000000001,-22.81%,0.4951,17565464.0,49.51,4.39M,7.07M,38.17%,11.04%,1.92%,24.98M
BGMS,1.5,0.41509999999999997,-45.45%,1.5943,103726508.0,159.43,3.46M,5.52M,37.28%,2.15%,0.76%,8.28M
DEVS,0.58,0.26940000000000003,-15.31%,0.4989,70856139.0,49.89,5.90M,13.25M,55.50%,0.36%,2.69%,7.68M
MASK,3.83,0.0596,-19.47%,0.31579999999999997,13368279.0,31.58,0.82M,0.85M,27.27%,6.91%,10.48%,4.32M
RMSG,1.83,0.6636,-42.81%,1.9091,197982879.0,190.91,5.07M,5.07M,0.00%,1.12%,5.64%,9.28M
SMTK,0.41,0.2772,-30.73%,0.8437,227865042.0,84.37,17.39M,21.20M,18.93%,7.47%,2.66%,8.77M
STI,35.72,0.5729,-16.93%,0.8934000000000001,37886623.0,89.34,2.47M,7.75M,68.07%,1.32%,2.39%,276.68M
