Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
SOBR,1.2,1.7675,125.39,0.2279,269335848,,,,,,,,,
VEEE,24.86,4.1577,103.1,1.5394,75587006,,,,,,,,,
SLMT,6.63,0.3558,32.07,0.0266,566828,,,,,,,,,
TDTH,2.64,0.2166,27.54,-0.0461,384230,,,,,,,,,
SRXH,2.74,0.2455,26.27,-0.0136,9349396,,,,,,,,,
NVVE,15.66,0.1456,23.89,-0.0753,1845712,,,,,,,,,
TRNR,3.01,0.1667,20.4,-0.031,519636,,,,,,,,,
ALP,0.29,0.2196999999999999,20.11,0.0155,15358441,,,,,,,,,
ACTU,1.5,0.2397,20.0,0.0331,2686663,,,,,,,,,
