Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
ENSC,0.62,0.5777,-2.93%,0.6253,279620741.0,62.53,3.62M,3.63M,0.28%,13.84%,4.68%,2.26M
KORE,8.95,0.7864,-0.22%,0.7904000000000001,2989060.0,79.04,3.38M,17.51M,80.73%,9.02%,4.99%,156.99M
ONMD,1.02,0.446,-1.92%,0.4743,215657165.0,47.43,15.36M,49.73M,69.89%,17.97%,2.13%,52.03M
