Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AGPU,8.75,0.7929999999999999,-19.43%,1.2254,83054394.0,122.54,-,4.08M,98.44%,2.73%,-,48.47M
INBX,115.09,0.3688,-21.97%,0.7543000000000001,2731328.0,75.43,10.24M,14.58M,29.89%,76.42%,20.70%,1.68B
