Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
RRITR,0.34,5.0496,67.96,2.6018,1530913235,,,,,,,,,
FFUSE,1.33,0.6964,56.65,0.0828999999999999,59144024,,,,,,,,,
GGSUN,0.56,0.4476,48.38,-0.0243999999999999,8121176,,,,,,,,,
DDFNS,61.5,1.2218,46.74,0.5141,14148442,,,,,,,,,
CCNCK,2.37,0.3167,31.67,0.0,2173772,,,,,,,,,
ZZEO,0.48,-0.0372,28.88,-0.2529,1517767,,,,,,,,,
CCPIX,7.18,0.3861,28.21,0.0810999999999999,415793,,,,,,,,,
EELPW,0.1,-0.4013,27.93,-0.532,56111054,,,,,,,,,
LLUNG,2.12,0.3006,26.95,0.0245,2213553,,,,,,,,,
CCIGL,0.63,0.0368,26.78,-0.1822,1370227,,,,,,,,,
MMKZR,1.25,0.2135999999999999,25.0,-0.0291,2082569,,,,,,,,,
IIPDN,0.42,0.2669,24.12,0.0208,1019450,,,,,,,,,
MMGRX,0.54,-0.0379,24.07,-0.2246,15123761,,,,,,,,,
KKUST,1.45,0.1694,22.88,-0.0484,3861738,,,,,,,,,
VVSEE,0.09,0.1182,22.22,-0.0851,84554966,,,,,,,,,
KKWM,3.02,0.2027,20.8,-0.0044,522675,,,,,,,,,
