Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
CMCT,3.85,0.314,-14.82%,0.5427000000000001,75717795.0,54.27,0.74M,0.79M,6.78%,3.57%,14.32%,3.04M
HCTI,0.37,-0.0767,-38.97%,0.5127,266649269.0,51.27,5.86M,5.87M,0.15%,2.97%,9.16%,2.17M
IOTR,5.1,0.7406,-21.78%,1.2253,53364001.0,122.53,0.73M,2.56M,71.41%,0.73%,2.73%,13.07M
SXTP,5.04,1.52,-16.00%,2.0,194706150.0,200.0,1.02M,1.03M,3.19%,1.01%,4.35%,5.33M
