Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
CLRO,6.48,1.0124,80.0,0.118,88538480,,,,,,,,,
YRD,1.44,0.5968,34.58,0.1865,56621620,,,,,,,,,
HLP,0.75,0.3440999999999999,34.29,0.0009,49489484,,,,,,,,,
CMMB,2.27,0.3353,29.71,0.0294,1393492,,,,,,,,,
UPC,6.32,0.1367,23.92,-0.0827,4889668,,,,,,,,,
YOOV,0.7,0.0736,22.61,-0.1244,1059017,,,,,,,,,
BNRG,1.03,0.2721,20.83,0.0528,5368264,,,,,,,,,
GETY,0.9,0.1739,20.52,-0.026,10036892,,,,,,,,,
