Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
MGN,0.25,92.77%,42.67%,0.35119999999999996,70146486.0,35.12,,20000,0.00457,0.00132,0.0256,18661
RETO,3.76,34.30%,-14.14%,0.5643,6859274.0,56.43,3269702.0,8219891,0.00082,6.0000002e-05,0.0023,23715694
TPST,1.12,48.27%,-5.00%,0.5606,4776776.0,56.06,10900355.0,16539767,0.31781,0.29574,0.0475,12494140
