Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
IMRN,1.8,62.16%,-0.55%,0.6306,123135090.0,63.06,7894443.0,8071202.0,0.0,0.00971,0.0078,14528163.0
OFAL,0.78,14.93%,-14.78%,0.3486,99676967.0,34.86,2728183.0,2637052.0,0.50945,0.00959,0.71129996,2056900.0
SGRX,2.1,-4.98%,-37.41%,0.5181,14561184.0,51.81,295571.0,813709.0,0.0032,0.00934,0.009,1747601.0
XTND,6.19,25.18%,-13.43%,0.4459,3700237.0,44.59,,,0.03455,0.00415,,
