Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
CCHH,0.57,0.5062,-11.10%,0.6943,117424437.0,69.43,-,19.44M,-,0.11%,-,11.16M
FLYE,3.46,-0.1972,-42.33%,0.3921,15196636.0,39.21,1.46M,1.63M,10.31%,1.76%,2.61%,5.65M
STKL,6.4,0.3251,0.16%,0.32299999999999995,59927081.0,32.3,118.82M,120.75M,1.60%,86.49%,3.48%,772.84M
TIRX,0.12,0.15,-13.66%,0.332,184804486.0,33.2,7.75M,26.45M,70.71%,0.00%,1.03%,5.77M
