Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
LHAI,1.22,0.22,-15.28%,0.44,93359442.0,44.0,,,,,,
NXTC,6.58,2.0183,-28.79%,3.2385,111531798.0,323.85,,,,,,
SHPH,4.16,0.4054,-5.67%,0.4899,53359812.0,48.99,,,,,,
UBXG,4.61,-0.2683,-49.00%,0.4349,9961831.0,43.49,,,,,,
