Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AGAE,0.47,0.439,-8.12%,0.5661999999999999,477775841.0,56.62,12.01M,38.01M,68.14%,7.57%,7.15%,17.80M
BIRD,16.99,5.823300000000001,149.49%,1.7349,282782253.0,173.49,5.55M,6.18M,36.33%,17.00%,18.77%,147.98M
IMMP,0.54,0.7281,-45.05%,2.1449000000000003,699742713.0,214.49,146.13M,147.37M,0.84%,2.01%,0.89%,80.17M
VSA,0.81,0.3417,-12.79%,0.5385,212607211.0,53.85,0.78M,0.79M,0.94%,2.28%,445.21%,0.64M
